branch	sha12	reason
task/iter-170-batch-c170	ea61733bc967	exploration-pruned-keep10
task/iter-170-batch-c170-fix	562e77b9aac9	exploration-pruned-keep10
task/iter-170-batch-c170-fix-d1	92759fd54d13	ledger-stale
task/iter-170-batch-c170-fix-d1-dual	9d5881703e78	exploration-pruned-keep10
task/iter-171-batch-c171	d3ceacd1fca6	exploration-pruned-keep10
task/iter-171-batch-c171-fix	de90942de12c	exploration-pruned-keep10
task/iter-171-batch-c171-fix-d1	1ae82985d3f1	merged-into-main
task/iter-172-batch-c172	9aadd574544e	exploration-pruned-keep10
task/iter-172-batch-c172-fix	3ca6f9ce51f7	exploration-pruned-keep10
task/iter-172-batch-c172-fix-d1	8e5df63abe3e	ledger-superseded
task/iter-172-batch-c172-fix-d1-dual	4d15d9f4d336	exploration-pruned-keep10
task/iter-173-batch-c173	4bb6440e23d1	exploration-pruned-keep10
task/iter-173-batch-c173-fix	65199ad58e7d	exploration-pruned-keep10
task/iter-173-batch-c173-fix-d1	c382ca511675	merged-into-main
task/iter-174-batch-c174	f83c1f61e774	exploration-pruned-keep10
task/iter-174-batch-c174-fix	1fef081bde5f	ledger-stale
task/iter-174-batch-c174-fix-dual	95b0f93cf70d	ledger-stale
task/iter-175-batch-c175	d6cf44af0bd5	merged-into-main
task/iter-176-batch-c176	1c2aa01e69ee	ledger-stale
task/iter-176-batch-c176-dual	1ba0e63fad1e	exploration-pruned-keep10
task/iter-177-batch-c177	01e291403f1b	exploration-pruned-keep10
task/iter-177-batch-c177-fix	5131dd51f6dd	exploration-pruned-keep10
task/iter-177-batch-c177-fix-d1	e9ed21e19e6d	merged-into-main
task/iter-178-batch-c178	d81a46da07df	exploration-pruned-keep10
task/iter-178-batch-c178-fix	0edbb5427f7b	ledger-stale
task/iter-178-batch-c178-fix-dual	378674bdf794	merged-into-main
task/iter-179-batch-c179	27773b741c66	exploration-pruned-keep10
task/iter-179-batch-c179-fix	aa9762bdfe36	exploration-pruned-keep10
task/iter-179-batch-c179-fix-d1	01b5ff2ca152	merged-into-main
task/iter-180-batch-c180	037f65da0c62	exploration-pruned-keep10
task/iter-180-batch-c180-fix	b2faea0b27b3	exploration-pruned-keep10
task/iter-180-batch-c180-fix-d1	398240da94a0	exploration-pruned-keep10
task/iter-180-batch-c180-fix-d1-dual	328f3f6fdc0f	exploration-pruned-keep10
task/iter-181-batch-c181	c4b33c7ca9b6	merged-into-main
task/iter-182-batch-c182	9747d171c105	exploration-pruned-keep10
task/iter-182-batch-c182-fix	dea4ec81a4f1	ledger-stale
task/iter-182-batch-c182-fix-dual	bc0bd8ae4d8a	exploration-pruned-keep10
task/iter-183-batch-c183	80d8cf25dd54	merged-into-main
task/iter-184-batch-c184	813e8fa28229	ledger-stale
task/iter-184-batch-c184-dual	97d0312777fb	exploration-pruned-keep10
task/iter-185-batch-c185	53cc3db65e97	exploration-pruned-keep10
task/iter-185-batch-c185-fix	b03548ef418c	exploration-pruned-keep10
task/iter-185-batch-c185-fix-d1	3d7aead0a366	merged-into-main
task/iter-186-batch-c186	9ab7420e6797	exploration-pruned-keep10
task/iter-186-batch-c186-fix	1cf798346479	ledger-stale
task/iter-186-batch-c186-fix-dual	ef93a0a1fe71	merged-into-main
task/iter-187-batch-c187	cfc65b1ddff7	merged-into-main
task/iter-188-batch-c188	b7df98127407	ledger-stale
task/iter-188-batch-c188-dual	373075dcf3bc	exploration-pruned-keep10
task/iter-189-batch-c189	035105e2f074	merged-into-main
task/iter-190-batch-c190	02368c1bc1af	ledger-stale
task/iter-190-batch-c190-dual	f9d0b009517c	exploration-pruned-keep10
task/iter-191-batch-c191	75d62f7dbc29	exploration-pruned-keep10
task/iter-191-batch-c191-fix	af0359fd0ee0	exploration-pruned-keep10
task/iter-191-batch-c191-fix-d1	407d8917a267	exploration-pruned-keep10
task/iter-191-batch-c191-fix-d1-d2	fd8ec306e464	merged-into-main
task/iter-192-batch-c192	df94274731dc	exploration-pruned-keep10
task/iter-192-batch-c192-fix	173b02a7e3cc	exploration-pruned-keep10
task/iter-192-batch-c192-fix-dual	45c0df1159fe	exploration-pruned-keep10
task/iter-193-batch-c193	02eaf1e9bd36	merged-into-main
task/iter-194-batch-c194	1e252e607dcd	exploration-pruned-keep10
task/iter-194-batch-c194-fix	6f75ac8d916d	ledger-stale
task/iter-194-batch-c194-fix-dual	824d93a6a436	exploration-pruned-keep10
task/iter-195-batch-c195	76b2b3a76686	exploration-pruned-keep10
task/iter-195-batch-c195-fix	562e9597dd3c	exploration-pruned-keep10
task/iter-195-batch-c195-fix-d1	7c0d12653e9e	merged-into-main
task/iter-196-batch-c196	17bc70bb2162	ledger-stale
task/iter-196-batch-c196-dual	83ca945a8ae4	exploration-pruned-keep10
task/iter-197-batch-c197	80839da9e0be	merged-into-main
task/iter-198-batch-c198	6cd7fb3eda7c	ledger-stale
task/iter-198-batch-c198-dual	bdee1ad7918d	exploration-pruned-keep10
task/iter-199-batch-c199	51126d6a135e	merged-into-main
task/iter-200-batch-c200	7d55199efe5e	exploration-pruned-keep10
task/iter-200-batch-c200-fix	d25ba426814a	ledger-stale
task/iter-200-batch-c200-fix-dual	d0b9a8c9685f	exploration-pruned-keep10
task/iter-201-batch-c201	c2b21642ea52	merged-into-main
task/iter-202-batch-c202	34286d605423	exploration-pruned-keep10
task/iter-202-batch-c202-fix	4656bcd99706	exploration-pruned-keep10
task/iter-202-batch-c202-fix-d1	40224f046338	exploration-pruned-keep10
task/iter-202-batch-c202-fix-d1-d2	25fde6ec022e	ledger-stale
task/iter-202-batch-c202-fix-d1-d2-dual	c2dd9128b047	exploration-pruned-keep10
task/iter-203-batch-c203	c7702e9b9b6d	merged-into-main
task/iter-204-batch-c204	214d0893a38d	ledger-stale
task/iter-204-batch-c204-dual	c88a56235822	exploration-pruned-keep10
task/iter-205-batch-c205	00130c1bfd7e	ledger-superseded
task/iter-205-batch-c205-dual	b5551fd36bbb	exploration-pruned-keep10
task/iter-206-batch-c206	71538507337a	merged-into-main
task/iter-207-batch-c207	015af1580091	merged-into-main
task/iter-208-batch-c208	7f4c5fd069bf	exploration-pruned-keep10
task/iter-208-batch-c208-fix	331696a78ced	exploration-pruned-keep10
task/iter-209-batch-c209	dad21883f57f	exploration-pruned-keep10
task/iter-210-batch-c210	efbc9633e65b	exploration-pruned-keep10
task/iter-210-batch-c210-fix	c6a43999622f	exploration-pruned-keep10
task/iter-211-batch-c211	7340d7f101e6	exploration-pruned-keep10
task/iter-212-batch-c212	e465f6983ece	exploration-pruned-keep10
task/iter-213-batch-c213	4c073cbf530c	exploration-pruned-keep10
task/iter-214-batch-c214	37785551a633	exploration-pruned-keep10
task/iter-215-batch-c215	4cf3ff239bda	exploration-pruned-keep10
task/iter-215-batch-c215-fix	4006f2cfce69	exploration-pruned-keep10
task/iter-216-batch-c216	7f468c96b064	exploration-pruned-keep10
task/iter-216-batch-c216-fix	5edbfc644cdd	exploration-pruned-keep10
task/iter-216-batch-c216-fix-d1	09459b8c2031	exploration-pruned-keep10
task/iter-217-batch-c217	d82b3786a5f1	exploration-pruned-keep10
task/iter-218-batch-c218	83bb7581300c	exploration-pruned-keep10
task/iter-219-batch-c219	22c607381182	exploration-pruned-keep10
task/iter-219-batch-c219-fix	3e9417694d9b	exploration-pruned-keep10
task/iter-220-batch-c220	21f6069a387e	exploration-pruned-keep10
task/iter-221-batch-c221	59afdd48f5f3	exploration-pruned-keep10
task/iter-221-batch-c221-fix	8f177764591e	exploration-pruned-keep10
task/iter-222-batch-c222	b751298485bd	exploration-pruned-keep10
task/iter-222-batch-c222-fix	6a9c21be49ae	exploration-pruned-keep10
task/iter-223-batch-c223	7a6c75a3b128	exploration-pruned-keep10
task/iter-224-batch-c224	e602409bec90	exploration-pruned-keep10
task/iter-225-batch-c225	92860eea0ab3	exploration-pruned-keep10
task/iter-225-batch-c225-fix	ffab717baeda	exploration-pruned-keep10
task/iter-226-batch-c226	663d661e5d84	exploration-pruned-keep10
task/iter-226-batch-c226-fix	0971e640eb40	exploration-pruned-keep10
task/iter-227-batch-c227	b7f4bc2e5069	exploration-pruned-keep10
task/iter-228-batch-c228	2fdb43ede1c5	exploration-pruned-keep10
task/iter-229-batch-c229	6b92b4547607	exploration-pruned-keep10
task/iter-230-batch-c230	28adf9439b53	exploration-pruned-keep10
task/iter-231-batch-c231	77959b2b0275	exploration-pruned-keep10
task/iter-231-batch-c231-fix	087c74791c92	exploration-pruned-keep10
task/iter-232-batch-c232	94513e9abd35	exploration-pruned-keep10
task/iter-233-batch-c233	ed7ac9465b00	exploration-pruned-keep10
task/iter-233-batch-c233-fix	1ee331744380	ledger-stale
task/iter-234-batch-c234	cac5c9ef6ebd	exploration-pruned-keep10
task/iter-235-batch-c235	0cc1390a01f4	ledger-stale
task/iter-236-batch-c236	4225aafbc1cd	exploration-pruned-keep10
task/iter-237-batch-c237	1d7de8ea62da	ledger-stale
task/iter-238-batch-c238	4a416ece8705	exploration-pruned-keep10
task/iter-238-batch-c238-fix	f8aa94334243	exploration-pruned-keep10
task/iter-238-batch-c238-fix-d1	9afb37e3827a	exploration-pruned-keep10
task/iter-239-batch-c239	457355b63fc9	exploration-pruned-keep10
task/iter-239-batch-c239-fix	7cc0ddd22995	exploration-pruned-keep10
task/iter-239-batch-c239-fix-d1	deb824b7ee53	exploration-pruned-keep10
task/iter-240-batch-c240	e55f1bfe3724	exploration-pruned-keep10
task/iter-240-batch-c240-fix	b0dcb5a709d4	exploration-pruned-keep10
task/iter-241-batch-c241	1c960f4240b4	exploration-pruned-keep10
task/iter-242-batch-c242	7fe0755c4f12	exploration-pruned-keep10
task/iter-242-batch-c242-fix	ad4ea3dc3242	exploration-pruned-keep10
task/iter-243-batch-c243	3764cb8bb820	exploration-pruned-keep10
task/iter-243-batch-c243-fix	e7b23ce7fd67	ledger-stale
task/iter-244-batch-c244	ef90407c5a6e	exploration-pruned-keep10
task/iter-244-batch-c244-fix	9ae12286b059	exploration-pruned-keep10
task/iter-245-batch-c245	6636c8ddd86d	exploration-pruned-keep10
task/iter-245-batch-c245-fix	770cce07138a	exploration-pruned-keep10
task/iter-245-batch-c245-fix-d1	13254b3c6699	exploration-pruned-keep10
task/iter-245-batch-c245-fix-d1-d2	d4c86cd0272e	ledger-stale
task/iter-246-batch-c246	d9b7ade06f9f	exploration-pruned-keep10
task/iter-246-batch-c246-fix	a2d5e53a0ee0	exploration-pruned-keep10
task/iter-247-batch-c247	5a112b50e297	exploration-pruned-keep10
task/iter-247-batch-c247-fix	569b0cd938a4	exploration-pruned-keep10
task/iter-247-batch-c247-fix-d1	45554ca6a056	exploration-pruned-keep10
task/iter-248-batch-c248	871d5273bf23	exploration-pruned-keep10
task/iter-248-batch-c248-fix	3fc861afd828	exploration-pruned-keep10
task/iter-248-batch-c248-fix-d1	66e9fc261e27	exploration-pruned-keep10
task/iter-249-batch-c249	fc989adc8cb0	exploration-pruned-keep10
task/iter-250-batch-c250	c2f488524198	exploration-pruned-keep10
task/iter-251-batch-c251	d011f01256d2	ledger-stale
task/iter-252-batch-c252	41eb041e4003	exploration-pruned-keep10
task/iter-253-batch-c253	1eab9883230b	exploration-pruned-keep10
task/iter-254-batch-c254	c0973dc67dd9	exploration-pruned-keep10
task/iter-254-batch-c254-fix	f93160adb6fe	exploration-pruned-keep10
task/iter-255-batch-c255	287585fa64c5	exploration-pruned-keep10
task/iter-256-batch-c256	085c1989f47e	exploration-pruned-keep10
task/iter-257-batch-c257	0d9c7d5fb22b	exploration-pruned-keep10
task/iter-257-batch-c257-fix	4afe9f1b449c	exploration-pruned-keep10
task/iter-257-batch-c257-fix-d1	f9a01504e902	exploration-pruned-keep10
task/iter-257-batch-c257-fix-d1-d2	79676bd96193	exploration-pruned-keep10
task/iter-258-batch-c258	e0c838c46a1a	exploration-pruned-keep10
task/iter-258-batch-c258-fix	091a5fa56692	exploration-pruned-keep10
task/iter-258-batch-c258-fix-d1	3d47290401d6	exploration-pruned-keep10
task/iter-258-batch-c258-fix-d1-d2	81651a1f22a7	exploration-pruned-keep10
task/iter-259-batch-c259	d8fdc9cea62d	exploration-pruned-keep10
task/iter-260-batch-c260	9533b8432ae4	exploration-pruned-keep10
task/iter-260-batch-c260-fix	161d67abbd6b	exploration-pruned-keep10
task/iter-260-batch-c260-fix-d1	e21ab8a97f47	exploration-pruned-keep10
task/iter-260-batch-c260-fix-d1-d2	11d19468d107	exploration-pruned-keep10
task/iter-261-batch-c261	d8c1773e584d	exploration-pruned-keep10
task/iter-261-batch-c261-fix	ad183540a76c	exploration-pruned-keep10
task/iter-261-batch-c261-fix-d1	54f7f58c598f	exploration-pruned-keep10
task/iter-261-batch-c261-fix-d1-d2	8803adc0dea6	exploration-pruned-keep10
task/iter-262-batch-c262	771c21f24af4	exploration-pruned-keep10
task/iter-262-batch-c262-fix	96235f47ce99	exploration-pruned-keep10
task/iter-262-batch-c262-fix-d1	67c8bd32ba51	exploration-pruned-keep10
task/iter-262-batch-c262-fix-d1-d2	469e3e4368ff	exploration-pruned-keep10
task/iter-263-batch-c263	3260d9b01b40	exploration-pruned-keep10
task/iter-264-batch-c264	364f4fda816a	exploration-pruned-keep10
task/iter-265-batch-c265	5acbfc0fd5a4	ledger-stale
task/iter-266-batch-c266	080a19ba330a	exploration-pruned-keep10
task/iter-266-batch-c266-fix	7678bd7d6a7b	exploration-pruned-keep10
task/iter-267-batch-c267	40c8c4686b59	exploration-pruned-keep10
task/iter-267-batch-c267-fix	1bfaf927c82b	ledger-stale
task/iter-268-batch-c268	9d41fcec8ab5	exploration-pruned-keep10
task/iter-269-batch-c269	57b9a440295c	exploration-pruned-keep10
task/iter-270-batch-c270	4fafa017407a	exploration-pruned-keep10
task/iter-271-batch-c271	e8c260709509	exploration-pruned-keep10
task/iter-272-batch-c272	53452b2d3fa9	ledger-stale
task/iter-273-batch-c273	1e84d609159f	ledger-stale
task/iter-274-batch-c274	59a77d808f20	ledger-stale
task/iter-275-batch-c275	b5f2df1e54b7	exploration-pruned-keep10
task/iter-276-batch-c276	3ea4f645fe7c	exploration-pruned-keep10
task/iter-277-batch-c277	eccda3922b10	exploration-pruned-keep10
task/iter-278-batch-c278	c300c1ce5ac8	exploration-pruned-keep10
task/iter-279-batch-c279	b8ac752db489	exploration-pruned-keep10
task/iter-280-batch-c280	bf0290f79185	exploration-pruned-keep10
task/iter-281-batch-c281	56bfb83054ad	exploration-pruned-keep10
task/iter-282-batch-c282	6a0bc097c302	exploration-pruned-keep10
task/iter-283-batch-c283	77d49baadc5b	ledger-stale
task/iter-284-batch-c284	a89554e1c07d	exploration-pruned-keep10
task/iter-284-batch-c284-fix	38e5ea185f61	exploration-pruned-keep10
task/iter-285-batch-c285	6218276d1cc2	exploration-pruned-keep10
task/iter-285-batch-c285-fix	dece50d2f309	exploration-pruned-keep10
task/iter-286-batch-c286	2769c95eeb43	exploration-pruned-keep10
task/iter-286-batch-c286-fix	581ac090edae	ledger-stale
task/iter-287-batch-c287	ecfba6e32237	ledger-stale
task/iter-288-batch-c288	91263ae0e115	ledger-stale
task/iter-289-batch-c289	f43e9a70b1ed	ledger-stale
task/iter-290-batch-c290	5459f469179b	ledger-stale
task/iter-291-batch-c291	6a9e8492b5f0	ledger-stale
task/iter-292-batch-c292	9b972c07ba93	ledger-stale
task/iter-293-batch-c293	a88bd7a76904	ledger-stale
task/iter-294-batch-c294	2716ee585809	ledger-stale
task/iter-295-batch-c295	0730a6a7f412	ledger-stale
task/iter-296-batch-c296	83f75a1aea1d	exploration-pruned-keep10
task/iter-296-batch-c296-fix	3359d3ad3008	ledger-stale
task/iter-297-batch-c297	5f54934b9923	ledger-stale
task/iter-298-batch-c298	b0e9de1b71f2	exploration-pruned-keep10
task/iter-298-batch-c298-fix	bae2a99ffd06	ledger-stale
task/iter-299-batch-c299	8052b124a22c	exploration-pruned-keep10
task/iter-299-batch-c299-fix	fcf6e095aa6b	ledger-stale
task/iter-300-batch-c300	dada2285b3be	ledger-stale
task/iter-301-batch-c301	5d2ee36036fd	exploration-pruned-keep10
task/iter-301-batch-c301-fix	48bffcdf76f0	ledger-stale
task/iter-302-batch-c302	c630721436bf	exploration-pruned-keep10
task/iter-302-batch-c302-fix	e89c2985f3eb	exploration-pruned-keep10
task/iter-302-batch-c302-fix-d1	b69392a42529	exploration-pruned-keep10
task/iter-302-batch-c302-fix-d1-d2	2648cec18192	exploration-pruned-keep10
task/iter-303-batch-c303	2a37c8077e29	exploration-pruned-keep10
task/iter-303-batch-c303-fix	b4ede42ae027	exploration-pruned-keep10
task/iter-304-batch-c304	17ec96bebc84	exploration-pruned-keep10
task/iter-305-batch-c305	8932e6e99c74	exploration-pruned-keep10
task/iter-305-batch-c305-fix	43b4d15ce956	exploration-pruned-keep10
task/iter-306-batch-c306	2d1250d6547b	exploration-pruned-keep10
task/iter-307-batch-c307	19d01b466681	exploration-pruned-keep10
task/iter-307-batch-c307-fix	72574ec92461	ledger-stale
task/iter-308-batch-c308	788f3f883d55	ledger-stale
task/iter-309-batch-c309	69005b26b539	ledger-stale
task/iter-310-batch-c310	e33e2abcf0b2	exploration-pruned-keep10
task/iter-310-batch-c310-fix	8cd0ffb9cbd3	exploration-pruned-keep10
task/iter-312-batch-c312	9bf81781e156	exploration-pruned-keep10
task/iter-313-batch-c313	d38205cb4c32	exploration-pruned-keep10
task/iter-314-batch-c314	1915278407a5	exploration-pruned-keep10
task/iter-315-batch-c315	6ae16f222b37	exploration-pruned-keep10
task/iter-317-batch-c317	ed22c350b725	exploration-pruned-keep10
task/iter-317-batch-c317-fix	7ddc16fbcb70	exploration-pruned-keep10
task/iter-318-batch-c318	dc113f92d3f7	exploration-pruned-keep10
task/iter-319-batch-c319	db6801c61c09	exploration-pruned-keep10
task/iter-320-batch-c320	e73aa046f35e	exploration-pruned-keep10
task/iter-321-batch-c321	32d1b7a8b0e6	exploration-pruned-keep10
task/iter-322-batch-c322	04fd54395924	exploration-pruned-keep10
task/iter-323-batch-c323	1de37f13da61	exploration-pruned-keep10
task/iter-324-batch-c324	d0f1314d9d53	exploration-pruned-keep10
task/iter-325-batch-c325	39e0eed702d1	exploration-pruned-keep10
task/iter-326-batch-c326	1063ca1e231f	exploration-pruned-keep10
task/iter-327-batch-c327	55482d2488b9	exploration-pruned-keep10
task/iter-328-batch-c328	ab8a0d160525	exploration-pruned-keep10
task/iter-329-batch-c329	728926090444	exploration-pruned-keep10
task/iter-330-batch-c330	a544bb774988	exploration-pruned-keep10
task/iter-331-batch-c331	55e4b61ab29b	exploration-pruned-keep10
task/iter-332-batch-c332	68bfc567a524	exploration-pruned-keep10
task/iter-333-batch-c333	37776dbf0ac6	exploration-pruned-keep10
task/iter-334-batch-c334	80313c531248	exploration-pruned-keep10
task/iter-335-batch-c335	86a4096e32b6	exploration-pruned-keep10
task/iter-336-batch-c336	b0ef18ffe6d5	exploration-pruned-keep10
task/iter-337-batch-c337	448920288625	exploration-pruned-keep10
task/iter-338-batch-c338	1703b006294b	exploration-pruned-keep10
task/iter-338-batch-c338-fix	0b98f1a11495	exploration-pruned-keep10
task/iter-339-batch-c339	988d69e9663b	exploration-pruned-keep10
task/iter-339-batch-c339-fix	9d632b7c08aa	exploration-pruned-keep10
task/iter-340-batch-c340	9a1d24ac22b1	exploration-pruned-keep10
task/iter-342-batch-c342	fcba712215fa	exploration-pruned-keep10
task/iter-343-batch-c343	7d8f074a2c67	exploration-pruned-keep10
task/iter-343-batch-c343-fix	3246a8a29436	exploration-pruned-keep10
task/iter-344-batch-c344	5122c543d512	exploration-pruned-keep10
task/iter-344-batch-c344-fix	0a64868781f5	exploration-pruned-keep10
task/iter-345-batch-c345	5ea4ba27a22e	exploration-pruned-keep10
task/iter-346-batch-c346	fe7e7afd8c26	exploration-pruned-keep10
task/iter-347-batch-c347	2cbc64c8f5fb	exploration-pruned-keep10
task/iter-350-batch-c350	659304a46456	exploration-pruned-keep10
task/iter-analyzer-c1	a04d20885888	exploration-pruned-keep10
task/iter-analyzer-c1-fix	66d109bee430	exploration-pruned-keep10
task/iter-api-c1	e2bbe760bce0	exploration-pruned-keep10
task/iter-autonomy-c1	623143cb3fba	exploration-pruned-keep10
task/iter-backfill-c1	d0951c863a3f	exploration-pruned-keep10
task/iter-backfill-c2	ad41e7e4110b	exploration-pruned-keep10
task/iter-backlog2-dual	d90bab8f32f5	exploration-pruned-keep10
task/iter-backlog2-dual-d1	69ee3953b751	exploration-pruned-keep10
task/iter-backlog2-dual-d2	36b76803fd73	ledger-stale
task/iter-backlog2-dual-d2-dual	3dd3b0340314	ledger-stale
task/iter-backlog4-dual	0bef0b753b9b	exploration-pruned-keep10
task/iter-backlog4-dual-d1	81c426684642	exploration-pruned-keep10
task/iter-backlog4-dual-d2	7d0cc2b04aa4	exploration-pruned-keep10
task/iter-backlog5-dual	1bb181917bd6	exploration-pruned-keep10
task/iter-bench6comp-c1	b0e83c87a068	exploration-pruned-keep10
task/iter-benchlocomo-c1	5f61b2073d11	exploration-pruned-keep10
task/iter-blindcomp-c1	af4a35e889f6	exploration-pruned-keep10
task/iter-bstden-c1	f4e98f48ee9e	exploration-pruned-keep10
task/iter-canonical-c1	0301eaabce50	exploration-pruned-keep10
task/iter-canonical-c1-fix	7d319605609e	exploration-pruned-keep10
task/iter-ccgc-c1	caa0759e3a0b	exploration-pruned-keep10
task/iter-ccgc-c1-fix	54885e28c509	exploration-pruned-keep10
task/iter-ccgc-c2	253d237b6b15	exploration-pruned-keep10
task/iter-census-c1	5df57609527d	exploration-pruned-keep10
task/iter-census-c1-fix	fe45ec9fc417	exploration-pruned-keep10
task/iter-cli-c1	e3668203e0d1	exploration-pruned-keep10
task/iter-cli-c1-fix	05a2b422054d	exploration-pruned-keep10
task/iter-combined-backlog	624094dd1670	exploration-pruned-keep10
task/iter-combined-backlog-d1	5117f5198b71	exploration-pruned-keep10
task/iter-combined-backlog-d2	6714268c277a	merged-into-main
task/iter-compiler-c1	d3068b5c27dc	exploration-pruned-keep10
task/iter-compiler-c1-fix	eb920e052af0	exploration-pruned-keep10
task/iter-compiler-c2	5178377e9669	exploration-pruned-keep10
task/iter-condvm-c1	1e4cc7d7030a	exploration-pruned-keep10
task/iter-conformance-c1	eac37f4038fb	exploration-pruned-keep10
task/iter-consistency-c1	6e61f38976ca	exploration-pruned-keep10
task/iter-consistency-c1-fix	a55cb349cf59	exploration-pruned-keep10
task/iter-consistency-c1-fix-d1	e0e525c405b3	exploration-pruned-keep10
task/iter-corpus-c1	1782bb5f9c8e	exploration-pruned-keep10
task/iter-corpus-c1-fix	d99063466c1c	exploration-pruned-keep10
task/iter-criteria-c1	4e7e414f5076	exploration-pruned-keep10
task/iter-evalcommon-c1	aa807d19385c	exploration-pruned-keep10
task/iter-evalcommon-c1-fix	a0b622cfe7d3	exploration-pruned-keep10
task/iter-evalcommon-c1-fix-d1	755906fb3e41	exploration-pruned-keep10
task/iter-evalcommon-c2	db003b4acc66	exploration-pruned-keep10
task/iter-evalcommon-c2-fix	8bbc2639b5e9	exploration-pruned-keep10
task/iter-forgetting-c1	8818410d88ea	exploration-pruned-keep10
task/iter-fsutil-c1	e0177ed0940c	exploration-pruned-keep10
task/iter-genspecs-c1	d37cb1d49b75	exploration-pruned-keep10
task/iter-genspecs-c1-fix	ad07c201b8e7	exploration-pruned-keep10
task/iter-hive-exec	ac0d323631f6	exploration-pruned-keep10
task/iter-hive-exec-d1	3a034c1b1979	exploration-pruned-keep10
task/iter-hive-exec-d2	5badd3ae15bc	exploration-pruned-keep10
task/iter-hive-exec-d3	d5726e053264	merged-into-main
task/iter-insight-c1	2a4f385cfa10	exploration-pruned-keep10
task/iter-linkcheck-c1	a4032b2676f6	exploration-pruned-keep10
task/iter-linkrefbackfill-c1	ac23781367d0	exploration-pruned-keep10
task/iter-llmchannel-c1	2ad1d11a82e3	exploration-pruned-keep10
task/iter-llmchannel-c1-fix	61de3b884d33	exploration-pruned-keep10
task/iter-locate-c2	24566270cf42	exploration-pruned-keep10
task/iter-locate-c2-fix	49135e7909b3	exploration-pruned-keep10
task/iter-locate-manual-c1	a0a9bfc5adfd	exploration-pruned-keep10
task/iter-locate-n15-c1	a0b3c2599a7a	exploration-pruned-keep10
task/iter-locate-n15-c1-fix	15e1a38ad95a	exploration-pruned-keep10
task/iter-mcpsrv-bigsrc-c1	09f69239467a	exploration-pruned-keep10
task/iter-mcpsrv-bigsrc-c1-fix2	e5450d6a5085	exploration-pruned-keep10
task/iter-mcpsrv-bigsrc-c1-fix3	2fb8ec255d6a	exploration-pruned-keep10
task/iter-mdcg-bigsrc-c1	d17ebd30042e	ledger-stale
task/iter-mdcg-c2	b6bd76cc2507	ledger-stale
task/iter-mdcg-manual-c1	14c666033b0b	exploration-pruned-keep10
task/iter-mdcos-bigsrc-c1	8ba527cd413a	exploration-pruned-keep10
task/iter-mdcos-bigsrc-c1-fix	5bbac9ea6966	exploration-pruned-keep10
task/iter-mdcos-c1	a8d6071ad61c	exploration-pruned-keep10
task/iter-migrate-c1	56beb84681ac	exploration-pruned-keep10
task/iter-mreviewmain-c1	25e17e266ad8	exploration-pruned-keep10
task/iter-namecheck-c1	7c8bba870e5d	ledger-stale
task/iter-namecheck-c2	b159129c6b7f	exploration-pruned-keep10
task/iter-orchmem-c1	a1fc289cbf34	exploration-pruned-keep10
task/iter-parser-c1	7cd4257b4ff8	exploration-pruned-keep10
task/iter-parser-c1-fix	4753b95324ff	exploration-pruned-keep10
task/iter-parser-c1-fix-d1	f8ee28fe2620	exploration-pruned-keep10
task/iter-predict-c1	0aa6d6365e75	exploration-pruned-keep10
task/iter-progressive-c1	6059e324bae4	exploration-pruned-keep10
task/iter-progressive-c1-fix	b9007a08eeaa	exploration-pruned-keep10
task/iter-reach-c1	3009a13cefa6	exploration-pruned-keep10
task/iter-reach-c1-fix	0700771f1eb0	exploration-pruned-keep10
task/iter-reach-c1-fix-d1	1570aedcb54c	exploration-pruned-keep10
task/iter-reach-c2	23b0df0a836c	exploration-pruned-keep10
task/iter-reach-c2-fix	3d5a5d19a643	exploration-pruned-keep10
task/iter-registry-c1	41d0749e3027	exploration-pruned-keep10
task/iter-rest-dirs	1ed4d0adb304	exploration-pruned-keep10
task/iter-rest-dirs-d1	1ddf8f2894ee	merged-into-main
task/iter-reviewcli-c1	7464344ccdb6	exploration-pruned-keep10
task/iter-reviewcli-c1-fix	8e1894eabe9e	exploration-pruned-keep10
task/iter-runtests-c1	bc0ef45d2f74	exploration-pruned-keep10
task/iter-scrub-c2	a53de7b1cc7f	exploration-pruned-keep10
task/iter-scrub-c2-fix	045881bb1eea	exploration-pruned-keep10
task/iter-scrub-c2-fix-d1	4e13ad5e7e79	exploration-pruned-keep10
task/iter-security-c1	0534628a422e	exploration-pruned-keep10
task/iter-selfstate-c2	3d4588297675	exploration-pruned-keep10
task/iter-selfstate-c3	b5788d1cc9ca	exploration-pruned-keep10
task/iter-selfstate-c3-fix	5dbb02faa313	exploration-pruned-keep10
task/iter-selfstate-c3-fix-d1	642d0f4a04f7	exploration-pruned-keep10
task/iter-selfstate-manual-c1	33ac077d0cf5	exploration-pruned-keep10
task/iter-signer-c1	5f547642f964	exploration-pruned-keep10
task/iter-sources-c1	46d9d5d32cff	exploration-pruned-keep10
task/iter-subgraph-c1	23193ea8213e	exploration-pruned-keep10
task/iter-sustain-c1	033862fe33e4	exploration-pruned-keep10
task/iter-t1-tail-dual	a111ce678844	merged-into-main
task/iter-tailmulti-c	a4bf8657c178	exploration-pruned-keep10
task/iter-tailmulti-d	66f0b0b599be	exploration-pruned-keep10
task/iter-tailmulti-d-fix	7e671500f657	exploration-pruned-keep10
task/iter-tailmulti-d-fix-d1	54b9589b75b5	exploration-pruned-keep10
